# {"env_id": "HopperBulletEnv-v0", "t_start": 1587161614.5459487} 
r,l,t
37.479267,32,59.539319
21.421926,12,59.556418
32.456193,22,59.587423
23.469673,14,59.607245
28.387909,22,59.640742
22.747055,10,59.660229
24.300772,19,59.695801
14.866546,6,59.707288
31.900345,31,59.747937
22.608086,13,59.765136
22.791027,26,59.798774
18.506032,9,59.81081
18.264066,9,59.822847
32.948496,31,59.862749
20.07828,8,59.875817
17.563638,8,59.886561
15.786144,7,59.896009
21.862528,11,59.910246
18.880043,6,59.918592
19.589353,9,59.930616
20.389295,20,59.957905
21.118309,12,59.980398
19.021241,12,60.003691
16.499949,7,60.017552
15.90273,7,60.034131
21.222557,35,60.093502
20.696044,9,60.107381
17.066957,6,60.116894
17.496642,7,60.127974
19.620802,10,60.143625
17.966874,12,60.161882
27.865363,19,60.190632
20.389485,10,60.206364
17.163627,5,60.21443
22.584153,8,60.226761
17.884616,9,60.241
36.07038,30,60.284633
21.181286,18,60.309352
32.93961,32,60.352731
18.377003,6,60.361425
24.987128,15,60.381695
24.708169,37,60.430508
23.311893,25,60.463375
17.361826,8,60.473692
25.096255,16,60.494788
19.545004,11,60.509677
20.033496,10,60.522981
24.915831,22,60.550961
18.916516,13,60.568186
25.435538,27,60.603869
16.735693,7,60.615564
20.127278,7,60.626132
19.472442,12,60.643342
18.876868,6,60.652369
21.403441,14,60.672574
21.878727,15,60.693927
20.560087,15,60.714572
22.44575,12,60.730736
15.706256,5,60.737752
14.456752,10,60.751803
22.065669,11,60.767293
17.659204,14,60.786789
25.735524,19,60.812414
24.747793,40,60.86582
19.013134,12,60.882387
22.48144,10,60.896142
16.129732,5,60.903298
20.484074,11,60.918321
16.790935,6,60.926949
22.946096,13,60.944501
26.402534,19,60.970157
25.13326,19,60.995681
20.095975,15,61.01581
33.238138,25,61.04899
41.041308,43,61.107577
21.161984,9,61.120464
17.668676,8,61.131889
18.10731,9,61.144211
21.594802,12,61.16071
17.340332,7,61.170834
27.067435,24,61.203421
19.116318,11,61.218508
23.837001,15,61.239756
23.999522,13,61.258274
21.34207,10,61.272604
29.793237,23,61.312775
18.677311,11,61.327601
21.328104,10,61.341166
18.475446,8,61.352303
24.062865,11,61.367274
23.253867,23,61.398142
20.404028,10,61.411734
17.288468,5,61.419013
21.819037,20,61.445815
21.628494,13,61.463555
18.692447,10,61.477314
33.416167,46,61.538466
23.875159,15,61.559773
21.125062,14,61.579524
19.424165,11,61.594839
20.178979,12,61.61238
26.28676,18,61.638758
14.515873,8,61.650787
19.821357,8,61.66228
17.606718,9,61.675531
20.322659,16,61.697915
28.570201,19,61.723944
35.745315,31,61.767149
18.022084,9,61.780935
24.995961,45,61.848016
15.286183,7,61.858963
25.427162,18,61.886129
19.236805,9,61.899559
32.748963,33,61.945126
19.347245,7,61.955299
17.629563,10,61.969349
19.279955,7,61.97951
18.415921,10,61.993743
21.69291,13,62.012303
15.904216,6,62.021045
20.067495,18,62.046678
17.518757,6,62.055584
18.197212,9,62.067757
18.260301,8,62.079508
17.938862,37,62.333248
21.065164,10,62.352781
17.483397,12,62.374101
16.332803,6,62.38393
24.159529,24,62.419666
17.858802,9,62.433006
22.901575,13,62.45205
20.50548,17,62.476064
27.00654,21,62.504585
13.138307,5,62.511755
22.280448,23,62.542908
19.456799,14,62.562145
28.251455,25,62.595617
26.05195,36,62.648324
6.686878,32,62.692072
39.163195,30,62.731478
22.052198,11,62.746559
28.358051,32,62.792151
21.418431,12,62.809764
21.075708,12,62.827415
18.806093,10,62.84124
17.228296,8,62.852711
19.264565,6,62.861148
17.356646,8,62.872944
18.831129,9,62.886334
18.01338,7,62.896515
18.584376,10,62.911131
17.115165,9,62.923766
20.636136,13,62.941915
18.143278,5,62.949014
22.703254,8,62.960561
25.498855,16,62.983105
40.850786,44,63.043391
21.527488,11,63.058707
16.878024,6,63.067343
21.477645,22,63.102476
26.623587,15,63.122397
18.345546,6,63.130783
25.15915,16,63.151889
29.029101,20,63.177629
16.900032,6,63.185813
36.610548,32,63.227059
17.328306,13,63.244975
27.889916,29,63.283376
36.688794,39,63.334698
45.636969,38,63.384559
18.200082,10,63.397869
22.749455,10,63.411317
23.378174,25,63.443336
17.412914,6,63.45154
14.387312,10,63.464756
37.422436,41,63.517473
22.355264,24,63.548588
27.081627,24,63.57996
22.447916,15,63.599529
28.424738,26,63.637782
21.874572,12,63.655208
20.488131,12,63.672187
28.389609,36,63.72042
23.070695,23,63.751455
19.765702,7,63.761283
17.968926,8,63.772658
19.461218,10,63.787011
19.393332,6,63.795947
37.004309,42,63.851714
22.137251,12,63.868195
20.764477,10,63.881963
32.359126,27,63.918298
19.213839,11,63.933248
16.383751,12,63.949515
15.933697,29,63.988111
21.256545,17,64.010645
27.11891,19,64.035933
18.91082,8,64.047125
8.195687,33,64.091598
33.760825,46,64.151343
20.041835,42,64.205785
31.889868,20,64.231752
20.404756,12,64.248743
17.148379,7,64.258828
16.128227,8,64.269906
15.817869,6,64.278505
18.396147,8,64.289707
16.036204,5,64.296738
11.434748,33,64.340385
31.085034,32,64.38182
20.235305,11,64.396325
21.816684,10,64.409867
20.195583,8,64.421011
35.766541,37,64.469266
7.739077,56,64.539902
18.086136,7,64.549124
17.694428,12,64.56474
30.078786,29,64.601469
15.67125,6,64.610229
17.633234,6,64.619151
31.026993,21,64.648579
15.899544,8,64.65993
17.280111,13,64.677492
17.307226,8,64.688495
18.725769,20,64.714684
14.041793,31,64.754936
18.424911,7,64.765409
28.377102,36,64.81498
15.047958,7,64.824927
17.667994,35,64.872041
38.490688,39,64.92375
22.897493,14,64.942767
27.459573,27,64.978611
18.412129,24,65.010413
26.293071,23,65.041504
14.482498,5,65.048745
19.768181,8,65.059856
18.721083,13,65.078118
18.491564,9,65.091118
23.843206,19,65.311465
21.667222,11,65.32796
23.003285,22,65.359623
27.985612,28,65.398996
19.585128,14,65.41878
19.486619,6,65.427754
26.658912,24,65.461641
20.287593,11,65.477493
13.616836,13,65.496098
26.214824,28,65.535269
16.548093,6,65.544207
19.137397,22,65.575035
18.429047,10,65.588886
32.077064,28,65.633422
29.478115,28,65.677238
18.171831,8,65.690319
20.48595,9,65.704827
21.315778,12,65.723936
28.631995,25,65.761802
18.922027,9,65.775176
16.565743,15,65.805187
20.867095,10,65.822309
17.216642,9,65.837043
23.462024,28,65.878939
21.909603,12,65.896963
22.113028,26,65.934072
18.845824,10,65.948597
19.024262,7,65.959076
14.495241,5,65.966727
17.871006,18,65.99172
23.372318,15,66.012246
22.608328,20,66.038974
21.267922,12,66.055014
33.309468,20,66.082025
16.693239,7,66.091713
24.232154,45,66.151174
17.881314,11,66.166152
30.943306,28,66.202248
21.325628,12,66.217915
22.235267,12,66.233613
21.60656,11,66.248333
19.099124,9,66.260839
47.892599,39,66.313058
20.773585,21,66.340942
25.900428,27,66.375869
17.287857,6,66.384048
17.818522,7,66.393538
17.025024,6,66.401584
19.971947,11,66.415807
10.567284,36,66.460778
20.463793,14,66.478791
16.972669,9,66.490673
44.643186,44,66.546005
24.791778,19,66.570043
20.591214,19,66.594219
17.881216,7,66.603338
19.562092,11,66.620429
18.850434,6,66.629664
15.695586,41,66.685378
34.401549,35,66.733171
15.516888,8,66.744267
18.665412,11,66.759305
24.988131,34,66.80506
26.498231,18,66.829213
19.437541,14,66.848436
23.401829,13,66.866276
18.333471,8,66.877478
21.124734,15,66.897559
20.410585,10,66.911724
19.027095,9,66.924716
29.990086,27,66.961585
34.197889,27,66.998609
16.904022,6,67.007294
17.917842,10,67.021806
35.651128,32,67.065607
17.295188,9,67.078814
32.989731,40,67.134208
16.724872,7,67.144327
32.866001,42,67.200981
23.471167,16,67.222961
35.714721,30,67.265193
19.751005,8,67.276734
18.083559,7,67.286901
19.064084,7,67.296839
19.628232,7,67.30693
15.758377,6,67.315681
23.45766,16,67.337997
28.909112,25,67.371419
26.269701,21,67.399852
20.081858,15,67.420473
19.769756,7,67.430581
28.814187,21,67.459029
21.549878,10,67.473247
19.616766,8,67.484601
18.61893,7,67.494596
17.247852,8,67.505952
19.195398,37,67.555716
22.117122,13,67.573363
16.202408,6,67.581903
17.387814,7,67.591824
44.387001,32,67.63743
20.888538,35,67.685546
12.949689,14,67.704334
19.515237,11,67.719583
24.128683,15,67.739999
20.335856,35,67.787425
17.492474,6,67.796147
17.697829,10,67.81048
32.327536,24,67.843446
14.951253,13,67.861056
18.937425,6,67.869655
39.957681,42,67.925862
17.195425,8,67.937007
19.647237,8,67.948157
21.300776,10,67.962016
21.625179,10,67.976069
14.939927,10,67.990093
18.241526,6,67.998718
25.805454,16,68.020971
13.810482,6,68.0297
24.547369,17,68.053184
18.50638,10,68.067233
17.236416,10,68.081555
19.251985,8,68.093227
15.772464,6,68.101913
27.069199,16,68.123861
21.777743,15,68.144722
22.503504,14,68.35554
35.040243,31,68.39919
33.612103,35,68.447966
21.59776,14,68.467643
24.102134,14,68.487429
20.246366,9,68.500597
18.59808,8,68.512046
22.025425,11,68.527927
26.720694,33,68.573637
29.982136,20,68.601861
17.424603,5,68.610779
24.794532,13,68.630677
18.750152,38,68.686166
44.04492,37,68.739305
19.273232,7,68.750083
22.399867,17,68.774277
22.291993,13,68.793768
23.784647,15,68.815416
19.102441,9,68.828639
18.232208,11,68.844458
19.548571,9,68.857762
23.187085,15,68.878452
30.250018,20,68.905657
26.116466,36,68.95505
23.098024,22,68.985356
18.327784,7,68.995548
20.933954,16,69.018155
20.172905,11,69.033821
15.647094,9,69.046666
24.17654,13,69.064874
17.499249,6,69.073728
18.235421,6,69.082487
21.065464,8,69.094396
17.567674,7,69.104514
20.22294,11,69.12005
29.85109,18,69.145044
23.168316,17,69.168463
17.63524,6,69.177356
16.119104,5,69.184841
20.452237,21,69.213928
6.918306,33,69.259706
18.688102,7,69.269983
22.357003,9,69.282923
21.643798,11,69.298527
21.296244,16,69.320146
24.072245,21,69.348906
21.104833,10,69.362145
40.145866,41,69.432131
31.494068,48,69.502772
19.594154,47,69.570688
33.083984,26,69.619583
25.060523,22,69.65283
28.428851,33,69.700115
22.774946,14,69.720612
35.785374,40,69.777889
35.148626,39,69.835215
18.748228,24,69.870619
16.515977,12,69.888364
18.710842,5,69.896324
23.08778,13,69.915657
21.123478,16,69.939405
29.35732,19,69.967541
21.491061,12,69.985535
27.493813,16,70.009392
18.763098,22,70.041852
20.924621,9,70.055489
19.10858,8,70.067784
23.831823,11,70.084456
19.413429,49,70.15531
37.992665,33,70.201767
28.44648,41,70.261625
18.19849,8,70.273647
19.604792,9,70.287122
17.219866,7,70.297609
16.903975,9,70.311013
36.866218,33,70.357881
16.815819,11,70.373895
27.59021,26,70.410831
21.734791,13,70.429677
38.846224,29,70.470194
21.638707,16,70.492848
10.564768,39,70.546867
17.857628,7,70.557281
17.515649,7,70.567486
25.723528,18,70.5925
19.922735,10,70.606914
43.115841,38,70.66228
24.520684,16,70.685229
16.747768,34,70.732182
22.759359,16,70.754932
4.408292,34,70.801777
20.143094,9,70.814867
19.957765,10,70.829071
14.292496,4,70.835287
24.459234,12,70.851991
20.551671,13,70.870893
18.8908,10,70.885381
20.975099,10,70.899515
22.120515,11,70.915149
26.923149,18,70.940492
22.114002,11,70.956393
18.417549,24,70.989332
16.570254,6,70.998233
20.138989,9,71.011011
19.195562,8,71.022748
17.07232,7,71.033105
17.9885,13,71.051815
19.07544,9,71.064843
19.410617,6,71.073751
44.580478,45,71.136846
23.022132,18,71.161819
18.303621,6,71.170571
21.851455,13,71.188818
18.765839,9,71.201827
16.60214,8,71.213414
20.895006,7,71.223751
21.381734,39,71.278201
18.99266,9,71.291127
20.361482,37,71.53774
20.071953,7,71.54812
12.342893,30,71.591063
27.985481,21,71.62257
18.264514,16,71.64647
25.82354,20,71.67584
17.68186,11,71.691797
19.619578,11,71.707751
15.775702,39,71.763188
18.186957,9,71.776322
18.844859,15,71.797507
20.532646,9,71.810766
19.381508,9,71.823794
15.486671,36,71.874607
18.845778,7,71.885001
21.236173,12,71.902378
15.196125,6,71.911539
42.978877,33,71.957581
15.562756,7,71.967825
20.4505,9,71.98091
22.787883,8,71.992697
17.390694,8,72.004287
19.280751,6,72.013453
22.692464,15,72.041263
23.115643,14,72.062418
26.155054,21,72.092631
20.203512,11,72.1093
24.781322,20,72.138218
20.238076,8,72.150255
20.264535,7,72.160747
20.588784,10,72.175604
22.37918,50,72.246589
5.864272,31,72.290887
19.303599,13,72.309467
44.599778,33,72.356272
17.63417,15,72.378225
37.703538,32,72.423471
43.198947,32,72.468248
23.281,29,72.508371
14.510056,5,72.515833
24.719743,18,72.540847
30.232148,23,72.573084
27.043962,30,72.617154
30.865934,21,72.647635
27.001958,20,72.675633
22.610053,23,72.708048
18.461525,9,72.720846
38.809274,33,72.766779
22.748838,19,72.793439
22.23608,13,72.811713
37.599388,47,72.876025
22.511659,12,72.892928
18.019684,8,72.904268
25.973682,39,72.957484
22.479162,11,72.972998
17.532045,6,72.981733
27.080498,21,73.010716
26.542514,45,73.072336
25.766803,49,73.14004
18.93071,10,73.15452
19.580752,31,73.198066
29.986452,29,73.239275
20.621417,11,73.255367
16.952889,9,73.268724
18.998744,44,73.33016
18.336482,6,73.339467
17.839883,11,73.354502
4.645534,32,73.399863
20.460169,37,73.454832
18.923238,8,73.467209
27.732158,20,73.497162
17.183963,8,73.51062
38.749875,53,73.586919
24.430722,28,73.632339
31.399134,45,73.695862
20.282416,9,73.708641
17.802038,6,73.7173
20.588053,13,73.735481
20.868903,9,73.748186
33.870066,44,73.808449
32.921262,24,73.840979
20.921259,11,73.85654
19.737422,13,73.874726
21.666152,11,73.890251
19.17401,7,73.900512
19.84733,10,73.914705
25.478587,16,73.937243
17.362344,8,73.948708
23.954647,27,73.985251
19.395802,10,73.999266
14.683846,40,74.053928
53.537709,44,74.115078
42.09414,33,74.161669
19.941271,10,74.17676
23.186961,21,74.208307
31.414247,30,74.252331
18.389148,16,74.275732
21.204474,14,74.296293
33.914091,26,74.333235
20.389238,10,74.347839
37.376238,38,74.401838
39.194052,34,74.643745
21.081805,15,74.666171
22.614615,16,74.689481
17.268131,6,74.698777
23.709511,13,74.717875
23.712792,17,74.742409
20.903297,15,74.764428
29.793721,18,74.790765
21.429282,11,74.80704
30.069443,37,74.859214
18.429815,12,74.876485
27.376057,25,74.910791
19.30032,8,74.922404
17.725816,6,74.931382
16.553574,7,74.941482
26.992561,14,74.961658
24.376505,20,74.989682
43.954605,50,75.060132
37.735495,33,75.108827
18.213301,7,75.119395
24.713147,16,75.143064
12.363654,4,75.149383
20.757835,9,75.162895
16.471182,7,75.173359
21.037806,12,75.190986
19.271139,11,75.207269
22.141471,17,75.232123
26.954455,19,75.259166
20.577877,9,75.273193
24.319509,18,75.29991
28.940026,23,75.332491
20.46213,9,75.345443
16.921189,6,75.354194
23.843817,29,75.394195
17.846798,14,75.413786
20.497019,46,75.476319
18.881349,9,75.489651
15.590409,8,75.50161
17.491477,10,75.5162
19.363756,9,75.529339
36.31306,33,75.575999
19.921841,14,75.596822
20.893333,9,75.610993
25.997853,16,75.636395
22.776608,13,75.655998
26.049278,19,75.683581
23.685458,16,75.706429
31.398601,45,75.769676
44.099033,46,75.831697
20.238065,11,75.846744
17.747218,7,75.856533
18.727528,6,75.865093
18.714656,11,75.880165
21.527194,10,75.894023
17.965324,14,75.913023
30.19725,28,75.950111
17.765123,13,75.967742
18.846157,37,76.017252
20.223062,11,76.032444
17.263117,7,76.04221
17.614792,9,76.054582
18.315341,7,76.064655
16.608995,9,76.077506
18.044435,20,76.105608
20.573299,12,76.122592
13.372458,8,76.134469
18.096702,7,76.145089
22.937485,11,76.161286
23.37806,12,76.178888
19.883757,8,76.190935
14.970669,7,76.200983
17.994548,6,76.209756
21.122078,15,76.231178
17.890543,8,76.242507
17.475312,8,76.253943
18.360466,7,76.264254
18.177396,11,76.280609
28.11966,29,76.322441
18.468761,9,76.336098
19.448572,8,76.348059
22.234,51,76.420736
35.311423,29,76.462208
18.211364,12,76.479522
16.972344,7,76.489879
18.21285,6,76.498618
26.689735,23,76.530552
18.428345,9,76.543361
18.887875,8,76.554956
17.073793,15,76.575913
0.204138,51,76.647385
22.846653,27,76.68527
19.83883,15,76.70636
18.613521,8,76.71812
46.142288,38,76.771008
34.298101,47,76.837496
18.426474,6,76.846748
17.631678,6,76.855878
16.882582,7,76.866405
31.941618,33,76.91276
34.923604,36,76.962133
24.578871,23,76.993882
-0.547387,31,77.036391
47.280105,37,77.088895
18.984767,15,77.111048
16.622454,7,77.121178
33.376345,28,77.160029
18.53531,6,77.168665
27.971184,41,77.224591
24.882899,21,77.253246
17.740248,6,77.262289
26.434248,30,77.30694
16.795745,12,77.324484
22.854947,13,77.342795
18.156353,6,77.354951
16.475618,7,77.368582
16.975049,6,77.378847
27.827431,40,77.437302
24.412811,14,77.459007
18.0792,6,77.468639
22.873137,21,77.500348
15.878322,11,77.516997
19.696074,8,77.528826
41.841866,38,77.787599
17.214133,6,77.796669
16.078137,7,77.807071
16.4721,5,77.814648
22.692332,35,77.863658
18.015103,8,77.875405
22.526235,11,77.891179
36.506,50,77.960575
15.67724,7,77.970998
26.531922,24,78.004782
16.219669,8,78.016547
23.256828,10,78.030956
8.262085,35,78.079366
19.533407,12,78.096586
36.839882,35,78.146045
17.104278,6,78.155139
36.937026,45,78.217578
20.773996,7,78.227975
18.535604,16,78.250468
16.956335,9,78.263594
20.486894,9,78.277271
15.890801,13,78.296549
19.433146,10,78.311035
21.587619,16,78.333993
29.221008,28,78.373197
18.095151,15,78.394433
19.974152,10,78.408897
20.659642,9,78.422118
17.034413,7,78.432345
20.783625,35,78.481522
12.618666,6,78.490161
27.899631,19,78.516528
21.96929,27,78.55355
22.168654,10,78.568148
22.655406,12,78.585555
29.626222,36,78.635959
19.752876,9,78.648684
17.462763,6,78.65721
19.897697,10,78.670933
19.629859,14,78.689707
19.365576,8,78.700759
19.111363,9,78.712943
20.097149,12,78.729135
19.275414,10,78.742718
25.688058,25,78.782447
27.073969,49,78.849821
18.179532,7,78.859692
17.051427,6,78.868553
13.903019,6,78.877452
20.386402,7,78.887491
21.358532,12,78.904489
17.234742,8,78.915879
16.142752,7,78.925895
16.048152,5,78.933513
18.033078,6,78.942338
15.30526,47,79.007027
15.370471,5,79.014456
16.219207,10,79.028708
19.665263,18,79.053897
16.707402,26,79.091781
19.793994,8,79.104067
17.692047,5,79.112357
27.278687,20,79.141409
20.146004,8,79.153269
38.581381,31,79.197789
29.471181,24,79.232055
26.559319,42,79.291496
29.328521,32,79.336131
